COMPOUNDCODE,Aamidine,AbasicNH0,AbasicNH1,AcidGroup,AliRingAttachment,AroRingAttachment,AromaticRings,BasicGroup,BasicNH02AroRings,BasicNH0R2AroRings,BasicNH12AroRings,BasicNH1R2AroRings,C1,C10,C11,C12,C13,C2,C20,C21,C22,C23,C24,C25,C26,C27,C3,C4,C5,C6,C8,C9,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH,CamideNH0,Ester,Flex,H1a,H2,H3,H4,HAN,HAO,HAS,HAT,HDN,HDO,HDT,HaloC,HydrophobicGroup,MW,N1,N10,N11,N12,N13,N14,N2,N4,N6,N7,N8,NBA,NH1and2CdO,NRB,NbN,NegativeCharge,Nn,NnH,O10,O11,O3,O5,O6,O7,O9,OHCHCdO,Ocarbamate,OverallCharge,Pamide,Pester,PositiveCharge,RSR,Ramidine,RbasicNH0,RbasicNH1,S2,S3,SamideNH0,UB,Vx,aaCH,aaN,aaNH,aaS,aaaC,aasC,aasN,activatedCH,aldehydes,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,benzylicOH,dCH2,dNH,dS,ddC,ddsN,ddssS,diazo,dsCH,dsN,dssC,dssS,dsssP,ed20,ed40,ed50,ed60,ed70,ed80,ether,ew10,ew100,ew20,ew30,ew40,ew50,ew60,ew70,ew75,ew80,ew90,f004,f005,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,fg5,halosp3sp3halo,hydroxyA,intraHbond5,intraHbond6,ketal,ketones,lipovolume,logP,macrocyclic,nC(sp2),nC(sp3),nCO,nCOOH,nNneutral,nNprot,nX,nc(do)n,nitro,perfluoro,polyOH,pyridine,pyridones,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,quatN,ring5nH,ringOdouble,ringat,ringdiol,sBr,sCl,sF,sI,sNH2,sOH,sPH2,sSH,sSiH3,spiroC,ssCH2,ssNH,ssO,ssPH,ssS,ssSiH2,sssCH,sssN,sssP,sssSiH,ssssC,ssssSi,sssssP,sulfonicacid,sulphates,tCH,tN,tsC,urea,zw1,zw2,zw3,0,00rganicAtom,0H,0S,0nring0at,0t0ring0diol,2C9 pKi,2D6 affinity category,ACamideO0nh0,ACamideO0nh0nh2,ASamideO0nh0,ASamideO0nh0nh2,BBB category,BBB log([brain]:[blood]),ERTL0SPtPSA,ERTL0tPSA,Flexibility,HBA,HBA0lip,HBA0prof,HBD,HBD0cam,HBD0lip,HBD0prof,HIA category,Michael0accept,P0gp category,PPB90 category,PRX0time01,PRX0time1,PRX0time2,RCamideO0nh0,RCamideO0nh0nh2,RSamideO0nh0,RSamideO0nh0nh2,Rotatable Bonds,Samide0NH,TPSA,aliphOH0t6,allylic0oxyd0t10,ami0etha0l0,ami0etha0l1,amide0dicarbonyl,basic0NH2,benzdiaz0t18,benzdiazepine0ring,branchedC0tRing,carbamate0and0thio,carbonate0carbamate,ch20lipo0t9,d0,di0widhraw0cx4,diazo0aryl,dione0104,easy0oxy0t13,ertl033,ertl035,ertl037,ertl039,ertl041,ertl043,est0lact0latm0carbm0t7,frg026,frg054,frg08,hERG pIC50,hetero0halo0di0n0arom,hindred0phe0l,hydroxylation0t8,ketone0t14,logD,logS,logS @ pH7.4,nH0indole0like,nHindole0like,nitro000ortho0t15,nitro0O,ohccn0t17,p0hetero0or0halo,p0withdraw0phe0l,phe0l,phe0l0pyr2r,phe0lic0tautomer,poly0sugars,qui0ne0type,ring0join,ring50nH0,sNH31,sp0carbons,sp20carbons,ssNH21,sssNH1,ssssN1,sulphonamide0t5,t01601,t01602,t01603,tert0amine0t11,thio0acid,thio0keto,urea0thio,xccn0t12,zz_EC50Chembl(uM),zz_Ion_Regulation_Activity,zz_Potency_Parasite (uMol),zz_SSI%
Fc1ccccc1C2CC2C(=O)Nc3nc(cs3)c4ccccn4,0,0,0,0,2,5,3,0,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.1852,2,0,1,0,3,1,1,5,1,0,1,0,0,339.4,0,0,2,0,0,0,0,1,0,0,0,17,0,9,3,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,19,236.3,9,2,0,0,2,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3.422,0,14,3,1,0,3,0,1,0,0,0,0,1,0,4,6,10,14,19,13,5,5,1,15,4,2,12,5,15,23,18,12,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5.495,3,0,1,0,0,1,0.7458,83.12,54.88,0.1852,4,4,3,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,5,0,54.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9289999999999985,0,0,0,0,3.422,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,5.698970004336019,
IC12C(C3C1C4C52)C5C34C6=NN=C7C=NC=C(OCCC8=CC(F)=C(F)C=C8)N76,0,0,0,0,6,7,3,0,0,0,0,0,0,1,0,1,0,6,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,6,1,1,2,0,0,0,0,0,0,0,0.1389,6,0,0,0,4,1,0,5,0,0,0,1,0,504.3,0,0,4,0,0,0,0,0,0,0,0,15,0,20,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,264.9,5,4,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,6,6,1,7,3,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3.969,0,11,10,0,0,4,0,3,0,0,0,0,0,0,3,10,26,54,31,20,5,0,2,11,3,1,27,5,25,123,75,35,0,0,0,23,0,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5.651,4,0,0,0,0,0,0.1947,52.31,52.31,0.1389,5,5,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,52.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.238,0,0,0,0,3.969,0.1759,0.1759,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,5.0,
IC12C3C4C5(C3C1C5C24)C6=NN=C7C=NC=C(C(NC8=CC(C(F)(F)F)=NC=C8)=O)N76,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0,2,0,6,1,3,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0.1316,6,0,1,0,6,1,0,7,1,0,1,2,0,536.3,0,0,5,0,0,0,0,1,0,0,0,15,0,21,6,0,6,1,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,17,268.3,5,5,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,6,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053,0,10,9,1,0,6,0,4,0,0,0,0,1,0,10,16,32,60,38,23,5,7,1,11,6,1,35,8,25,129,81,41,0,0,0,23,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5.67,4,0,1,0,0,0,0.4599,85.07,85.07,0.1316,7,7,4,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,5,0,85.07,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.121,0,0,0,0,3.053,0.3153,0.3153,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,5.0,
N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0.2069,0,0,0,0,5,1,0,6,0,0,0,0,0,341.4,0,0,4,0,0,0,0,0,0,0,0,21,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,23,253.4,11,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,0,2,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3.386,0,17,2,0,0,5,0,0,0,0,0,0,0,0,4,4,5,6,21,14,5,0,2,17,3,1,9,5,14,8,7,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,5.688,1,0,0,0,0,0,0.6845,76.1,76.1,0.2069,6,6,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,0,76.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.688,0,0,0,0,3.386,0.7396,0.7396,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.272458742971443,6.906754778648553
n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4,0,0,1,0,1,7,3,1,0,0,2,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0.2069,2,1,1,0,2,2,0,4,1,1,2,0,0,393.3,0,0,1,0,0,0,1,0,0,0,0,13,0,14,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,279.6,6,1,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,4,4.346,0,12,8,0,0,1,1,2,0,0,0,0,0,0,7,2,4,6,15,11,6,0,1,12,2,2,15,2,15,7,6,4,0,0,0,18,0,0,2,0,0,0,1,0,0,0,0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,5.353,3,0,0,0,0,1,0.1605,46.42,46.42,0.2069,4,4,3,2,1,2,1,1,0,1,3,0,0,0,0,0,0,0,6,0,46.42,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0870000000000015,0,0,0,0,2.678,1.181,1.557,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,5.9746941347352305,
N1(C=CC(N)=NC1=O)C2O[C@@H]([C@@H](O)[C@H]2O)CO,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1111,4,3,0,0,3,5,0,8,1,3,4,0,0,243.2,0,0,2,0,0,0,0,0,0,0,0,6,0,11,3,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,162.3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2.29,0,3,5,1,0,2,1,0,0,0,0,0,0,1,1,4,10,18,23,16,2,0,4,4,3,5,14,5,11,28,22,14,0,0,0,11,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,4.0710000000000015,0,0,0,0,0,0,1.05,130.8,130.8,0.1111,8,8,5,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,2,0,130.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5610000000000004,0,0,0,0,2.195,4.706,2.903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,6.414539270491499,
n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5cccc(OC)c5,0,0,0,0,0,8,4,0,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.06667000000000001,0,0,1,0,3,1,0,4,1,0,1,0,0,341.4,0,0,2,0,0,0,0,1,0,0,0,21,0,8,3,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,21,259.4,12,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,0,0,0,2,1,7,7,3,4,0,0,0,0,0,0,0,0,7,4.12,0,19,3,0,0,3,1,0,0,0,0,0,0,0,2,16,29,40,24,14,2,0,2,19,8,1,8,5,18,49,42,33,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6.122999999999998,3,0,0,0,0,1,0.07097,39.08,39.08,0.06667000000000001,4,4,3,1,0,1,0,1,0,1,3,0,1,0,0,0,0,0,2,0,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.704,0,0,0,0,3.088,2.126,1.591,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,5.939302159646387,
n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5ccccc5,0,0,0,0,0,7,4,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.035710000000000006,0,0,1,0,3,0,0,3,1,0,1,0,0,311.4,0,0,2,0,0,0,0,1,0,0,0,21,0,6,3,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,21,239.4,13,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,0,0,0,10,4.197,0,19,2,0,0,3,1,0,0,0,0,0,0,0,1,14,27,38,22,12,1,0,0,19,8,0,6,5,16,46,40,31,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.148,3,0,0,0,0,1,0.2382,29.85,29.85,0.035710000000000006,3,3,2,1,0,1,0,1,0,1,3,0,1,0,0,0,0,0,1,0,29.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7429999999999986,0,0,0,0,3.139,2.132,1.274,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,5.761953896871206,
N1(CC(=O)c(ccc(Cl)c2Cl)c2)c3c(cccc3)N(CCN4CCCCC4)C1=N,0,0,0,0,1,7,3,1,2,2,0,0,3,2,0,0,0,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,4,3,7,2,0,0,0,0,0,0,0.1875,0,0,1,0,4,1,0,5,1,0,1,0,1,431.4,0,0,2,0,0,0,0,0,0,1,0,15,0,14,4,0,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,18,313.3,7,2,0,0,2,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,3,1,1,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,3.798,0,13,8,1,0,3,3,2,0,0,0,0,0,0,6,6,8,10,20,14,6,5,1,14,3,1,13,5,15,16,12,8,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4.938,1,0,0,0,0,0,0.254,54.02,54.02,0.1875,5,5,3,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,6,0,54.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.908,0,0,0,1,3.184,2.074,2.782,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,5.906578314837764,
n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N,0,0,0,0,0,9,4,0,0,0,0,0,2,2,0,0,0,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,2,0,2,0,0,1,0,0,0.2121,1,0,1,0,5,1,0,6,2,0,2,0,2,405.5,0,0,3,0,0,0,1,0,0,0,0,19,0,11,5,0,5,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,21,306.0,8,3,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3.671,0,16,6,1,0,4,1,1,0,0,0,0,0,0,10,6,8,10,22,16,7,4,1,17,6,1,21,8,16,12,10,8,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5.994,3,0,1,0,0,0,0.2721,85.83,85.83,0.2121,6,6,2,2,1,2,1,1,0,1,3,1,0,0,0,0,0,0,7,0,85.83,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.846,0,0,0,0,2.819,0.9722,1.288,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,6.079876673709277,
n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.16,0,0,0,0,5,2,0,7,1,0,1,0,0,309.3,0,0,3,0,0,0,0,0,0,0,0,15,0,8,5,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,17,226.7,4,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,4,4,1,2,2,0,0,6,0,0,0,4,2,7,7,4,4,0,0,0,0,0,0,0,0,1,2.2880000000000003,0,12,3,0,0,4,1,0,0,0,0,0,0,0,3,4,4,4,23,16,3,0,4,12,4,2,13,6,15,8,5,4,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8,0,5.12,1,0,0,0,0,0,0.7708,98.46,98.46,0.16,7,7,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,98.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,1.074,1.964,2.698,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,6.3214816209598865,
n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,1,0,0,3,3,1,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.1622,0,0,1,0,4,3,1,8,1,0,1,1,0,472.4,0,0,3,0,0,0,0,1,0,0,0,22,0,14,4,0,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,24,298.4,9,3,0,0,3,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,2,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,13,0,0,4,0,2,2,2,2,2,0,0,0,0,0,0,0,0,5,4.478,0,18,3,1,0,3,1,3,0,0,0,0,0,0,10,14,17,20,37,23,6,5,1,19,6,4,22,8,23,24,21,18,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6.409,3,0,1,0,0,0,0.7264,106.5,78.27,0.1622,7,7,7,1,1,1,1,1,0,0,3,1,1,0,0,0,0,0,6,0,78.27,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.164,0,0,0,0,4.478,0.6027,0.6027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,6.0181813928293355,
n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O,0,0,0,0,1,8,3,1,1,1,0,0,4,3,0,1,0,0,1,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,4,2,0,4,0,0,0,0,0,0.1613,0,1,0,0,4,2,0,6,0,1,1,0,0,380.5,0,0,3,0,0,0,0,0,0,1,0,15,0,15,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,15,299.0,5,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,0,2,1,7,7,3,3,0,0,0,0,0,0,0,0,6,3.928,0,12,10,0,0,3,1,0,0,0,0,0,0,0,9,14,20,39,25,17,5,0,3,12,5,2,14,6,17,54,40,25,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,5.263,1,0,0,0,0,0,0.1807,62.89,62.89,0.1613,6,6,4,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,5,0,62.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.154,0,0,1,0,2.234,1.423,1.168,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,5.995678626217357,
n12c(nc(c3ccc(Cl)s3)cc1C(F)(F)F)cc(C(=O)NC(CC4)CCN4Cc5ccccc5)n2,0,0,0,0,2,8,4,1,1,1,0,0,2,1,0,1,0,0,3,3,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,2,3,4,0,0,0,0,1,0,0,0.1795,1,0,1,0,5,1,1,7,1,0,1,1,0,520.0,0,0,3,0,0,0,1,0,0,1,0,20,0,17,5,0,5,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,22,341.4,9,3,0,0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2,0,0,4,2,1,2,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,4.953,0,16,7,1,0,4,1,4,0,0,0,0,0,0,11,10,13,22,35,25,7,6,1,17,7,2,28,8,22,43,29,15,0,0,0,26,0,0,1,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5.706,3,0,1,0,0,0,0.599,90.77,62.53,0.1795,6,6,4,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,7,0,62.53,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.279,0,0,0,0,3.988,0.5939,1.065,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,6.0181813928293355,
N1C(c2cccc(cccc3)c23)C(CC=C4)C4c5c1c(Cl)ccc5C(OC)=O,0,0,0,0,3,7,3,0,0,0,0,0,1,0,2,0,0,1,2,3,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.09375,5,0,1,0,1,2,0,3,1,0,1,0,0,389.9,0,0,0,0,0,0,0,1,0,0,0,16,0,13,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,20,285.7,9,0,0,0,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,8,3,0,2,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,12,5.461,0,18,5,1,0,1,0,1,0,0,0,0,0,0,4,12,28,48,14,8,3,13,3,19,2,2,12,2,20,64,51,35,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5.7620000000000005,4,0,0,0,0,1,0.524,38.33,38.33,0.09375,3,3,2,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,3,0,38.33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.165,0,0,0,0,4.257,0.8921,0.9447,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,6.027334407733889,
