COMPOUNDCODE,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM),q137,q481,q458,frg-54,q300,q457,q155,q192,frg-26,q139,q277,q485,q453,frg-8,Nn,q358,q483,q257,H1a,ed80,C21,ed70,f407,S3,C24,HydrophobicGroup,ed20,ew80,ew30,C20,ew90,ew40,ew20,f004,C5,ew100,C22,ed60,ed50,ew50,f007,ed40,f015,C23,ew75,f147,f245,f301,f005,ew60,f390,f244,f392,ew10,f393,ew70,f456,f443,f441,f444,q017,q039,q040,q041,f413,f440,O10,C9,N1,HDT,S2,C8,C27,AliRingAttachment,C26,N13,C6,BasicGroup,HDO,H2,O6,N14,C10,N8,C25,C13,N11,C3,N12,HAN,C2,O3,O9,AroRingAttachment,HDN,HAT,C1,N7,N10,O7,HAS,N6,C4,H4,O11,C11,N2,AcidGroup,O5,PRX-time2,C12,H3,HAO,xccn-t12,nOS,nCOOH,sNH3+,dCH2,sNH2,ssNH2+,nX,zw3,t-16-1,nC(sp2),sulphonamide-t5,thio-acid,t-16-2,nOH,tert-amine-t11,dsCH,aaCH,sssCH,ddC,thio-keto,tsC,dssC,urea-thio,zw1,nC(sp3),nCO,urea,ssCH2,tCH,aasC,aaaC,t-16-3,nNprot,zw2,ssssC,sBr,dNH,aaN,sssSiH,tN,ddsN,ssssSi,sssN,sOH,ssNH,aasN,dsssP,sSH,ssS,sssssP,sCl,nNneutral,NnH,N4,sssP,NbN,dssS,dsN,ssSiH2,fg5,ssO,CamideNH,aaS,aaNH,ssssN+,sF,sSiH3,sPH2,sssNH+,ssPH,sI,dS,BasicNH0R2AroRings,ddssS,PRX-time1,BasicNH02AroRings,PRX-time-1,NonOrganicAtom,UB,BasicNH1R2AroRings,BasicNH12AroRings,macrocyclic,OverallCharge,HBA-prof,ACamideO-nh0,Aamidine,AbasicNH1,HBD-lip,AbasicNH0,CH0Aa,CH2Aa,CH2link,ERTLNotPSA,CSSC,Ester,HBD-prof,Michael-accept,NBA,NH1and2CdO,ASamideO-nh-nh2,NO,quatN,logP,CH3Aa,NRB,OHCHCdO,Ocarbamate,HaloC,Pamide,ACamideO-nh-nh2,HBA-lip,CH1Aa,CH2hetero,CH2long,ERTLNoSPtPSA,HBD-cam,ASamideO-nh0,Vx,PositiveCharge,AromaticRings,CBr,CH3hetero,CF3,CamideNH0,MW,NegativeCharge,Flex,basic-NH2,benzylicOH,benzdiazepine-ring,RbasicNH1,anycarbonyl,aromI,arylNHCO,RCamideO-nh-nh2,ch2-lipo-t9,dNO,activatedCH,aromCl,RSamideO-nh0,diazo-aryl,diazo,dione-1-4,aliphOH-t6,easy-oxy-t13,ertl-33,amide-dicarbonyl,di-widhraw-cx4,aminoethanol0,Pester,ertl-35,ertl-37,benzdiaz-t18,RSR,Samide-NH,aldehydes,aromO,carbamate-and-thio,SamideNH0,carbonate-carbamate,RCamideO-nh0,Ramidine,aromF,aromBr,branchedCnotRing,aminoethanol1,RSamideO-nh-nh2,RbasicNH0,allylic-oxyd-t10,phenolic-tautomer,poly-sugars,polyOH,ertl-41,ertl-39,hydroxyA,nH0indole-like,ketone-t14,hetero-halo-di-n-arom,ohccn-t17,phenol,halosp3sp3halo,nitro-no-ortho-t15,nc(do)n,nonring-at,pyridine,quinone-type,ring5-nH0,p-hetero-or-halo,nHindole-like,nitro-O,phenol-pyr2r,pyridones,ring5nH,ringOdouble,ringat,ringdiol,ring-join,hindred-phenol,intraHbond6,ether,est-lact-latm-carbm-t7,lipovolume,hydroxylation-t8,ertl-43,ketones,nitro,not-ring-diol,intraHbond5,p-withdraw-phenol,ketal,perfluoro,sp-carbons,spiroC,sulfonicacid,sulphates,sp2-carbons,logS,logS @ pH7.4,logP<1>,logD,2C9 pKi,hERG pIC50,BBB log([brain]:[blood]),BBB category,HIA category,P-gp category,2D6 affinity category,PPB90 category,MW<1>,HBD,HBA,TPSA,Flexibility,Rotatable Bonds
O=C1C2=CC=CC=C2[C@@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@H](C4=CN=CC=C4)N1CC(F)(F)F,0.93,0.5,,,25,58,17,0,4,4,6,14,0,14,19,37,25,0,4,2,49,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,1,5,1,1,0,0,0,12,12,30,45,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,6,1,6,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,11,2,0,0,1,1,0,0,4,2,0,1,0,6,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,1,3,0,0,0,1,0,0,0,0,86.09,0,0,1,0,18,0,0,0,0,3.945,0,16,0,0,1,0,1,6,0,1,0,86.09,1,0,308.4,1,3,0,0,1,1,468.4,0,0.1892,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.6137,-0.6137,3.945,3.945,5.826,5.397,-0.5325,-,+,no,high,high,468.4,1,6,86.09,0.1892,7
O=C1C2=CC=CC=C2[C@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@@H](C4=CN=CC=C4)N1CC(F)(F)F,0.03,1,,,25,58,17,0,4,4,6,14,0,14,19,37,25,0,4,2,49,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,1,5,1,1,0,0,0,12,12,30,45,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,6,1,6,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,11,2,0,0,1,1,0,0,4,2,0,1,0,6,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,1,3,0,0,0,1,0,0,0,0,86.09,0,0,1,0,18,0,0,0,0,3.945,0,16,0,0,1,0,1,6,0,1,0,86.09,1,0,308.4,1,3,0,0,1,1,468.4,0,0.1892,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.6137,-0.6137,3.945,3.945,5.826,5.397,-0.5325,-,+,no,high,high,468.4,1,6,86.09,0.1892,7
O=C1N(Cc2cc3ccccc3s2)CC4CN(Cc5ccccc5)CCN14,1.2,0,,,19,39,18,0,2,3,4,6,0,14,15,8,12,0,3,2,21,1,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,4,4,14,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,3,0,0,0,4,0,5,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,10,1,0,0,0,1,2,0,7,1,1,6,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,17,0,0,0,1,2,0,0,0,0,0,0,0,2,26.79,0,0,0,0,15,0,0,0,0,3.824,0,14,0,0,0,0,0,4,0,6,0,55.03,0,0,284.3,1,3,0,0,0,0,377.5,0,0.129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,24,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.419,0.2543,3.824,2.944,4.951,6.402,-0.2577,+,+,yes,medium,high,377.5,0,4,26.79,0.129,4
OC(C1=CC(F)=C(F)C=C1)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32,0.5767,1,,,27,10,18,0,3,5,5,0,0,19,17,7,15,1,5,2,9,3,1,2,2,0,2,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,1,1,1,0,0,0,5,4,0,4,0,2,2,2,1,2,0,0,0,6,6,7,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,5,0,0,0,9,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,17,0,0,0,1,0,0,9,1,0,0,1,0,0,0,2,0,0,1,0,7,3,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,6,0,0,0,1,0,0,0,0,96.33,0,0,1,0,21,0,0,0,0,2.635,0,9,0,0,0,0,0,7,0,1,0,96.33,1,0,262.8,3,4,0,0,0,0,393.3,0,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5041,0.5041,2.635,2.635,5.805,5.876,-1.06,-,+,no,high,high,393.3,1,7,96.33,0.1875,6
OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32,0.3143,1,,,25,14,15,0,3,5,7,0,0,16,17,9,13,1,4,3,11,5,2,2,1,0,4,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1,2,2,2,0,0,1,9,2,0,0,2,0,0,1,0,2,0,0,0,9,8,9,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,4,0,0,0,7,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,17,0,0,0,1,0,0,11,2,0,0,0,0,0,0,3,0,0,1,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,6,0,0,0,1,0,0,0,0,81.77,0,0,1,0,21,0,0,0,0,3.026,0,10,0,0,0,0,0,7,0,1,0,81.77,1,0,267.3,3,4,0,0,0,0,398.4,0,0.2188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241,1.241,3.026,3.026,5.768,5.621,-0.4947,-,+,no,medium,high,398.4,1,7,81.77,0.2188,7
OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CN=C(C(F)(F)F)C=C4)N32,4.215,0.5,,,30,22,15,0,4,6,6,0,0,19,16,13,13,0,5,2,15,3,1,2,2,0,2,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,5,2,1,0,2,0,0,4,0,0,0,0,0,11,12,13,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,5,0,0,0,7,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,0,16,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,0,0,1,0,5,3,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,5,0,0,0,1,0,0,0,0,85.43,0,0,1,0,21,0,0,0,0,2.823,0,10,0,0,1,0,0,7,0,1,0,85.43,1,0,259.1,4,4,0,0,1,0,401.3,0,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,1.903,2.823,2.823,5.789,5.332,-0.6738,-,+,yes,medium,high,401.3,1,7,85.43,0.1875,6
OC1(CC(=O)c2ccccc2O1)C(F)(F)C(F)(F)F,,0,,2.574,16,32,6,0,0,0,2,4,0,9,7,19,7,0,0,3,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,13,4,12,25,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,3,0,0,0,1,0,0,0,0,46.53,0,0,1,0,6,0,0,0,0,2.732,0,13,0,0,2,0,0,3,0,0,0,46.53,1,0,153.4,0,1,0,0,1,0,282.2,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.565,1.565,2.732,2.732,4.516,4.834,0.5203,+,+,no,high,low,282.2,1,3,46.53,0.1,2
OC1=CN=CC2=NN=C(N3CCCCC3)N21,10,0,,,22,27,10,0,3,6,1,0,1,15,5,12,10,0,5,1,20,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,2,0,5,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,5,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,1,0,0,3,5,66.55,0,0,1,0,9,0,0,0,0,0.6728,0,8,0,0,0,0,0,6,0,2,2,66.55,1,0,157.8,4,2,0,0,0,0,219.2,0,0.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.601,2.384,0.6728,0.1668,4.335,5.263,-0.897,-,+,yes,low,low,219.2,1,6,66.55,0.05556,1
Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,,0,,3.76,19,38,16,0,2,2,3,0,1,16,15,14,10,0,3,1,25,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,4,1,2,2,2,0,2,0,0,0,1,6,10,19,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,1,5,0,3,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,15,0,0,0,1,1,0,8,0,0,0,0,0,0,0,5,0,0,5,0,5,2,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,16,0,0,0,3,1,0,0,0,1,0,0,0,4,39.6,0,0,1,0,16,0,0,0,0,4.284,0,12,0,0,0,0,0,4,0,5,0,39.6,1,0,269.9,3,3,0,0,0,0,416.3,0,0.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,1,0,0,0,22,0,2,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.594,0.6939,4.284,3.293,5.526,6.811,0.0004207,+,+,yes,medium,high,416.3,1,4,39.6,0.1034,3
Oc1c2CCCCc2nc3cc(nn13)c4ccccc4,,0,,1.927,21,20,15,0,5,6,1,0,0,13,12,10,10,0,3,1,13,1,0,2,2,2,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,0,0,3,0,0,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,3,0,0,0,1,0,0,4,4,50.42,0,0,1,0,15,0,0,0,0,3.355,0,7,0,0,0,0,0,4,0,0,0,50.42,1,0,198.6,2,3,0,0,0,0,265.3,0,0.04348,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,19,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.389,2.389,3.355,3.355,4.986,5.426,-1.184,+,+,yes,medium,low,265.3,1,4,50.42,0.04348,1
Oc1c2CCCCc2nc3ccccc13,,0,,0.628,10,20,10,0,2,2,0,0,0,6,9,10,2,0,1,1,13,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,4,4,33.12,0,0,1,0,10,0,0,0,0,2.823,0,6,0,0,0,0,0,2,0,0,0,33.12,1,0,155.8,1,2,0,0,0,0,199.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788,2.788,2.823,2.823,4.487,5.078,-1.099,+,+,no,medium,low,199.2,1,2,33.12,0,0
Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2,,0,,1.481,12,28,13,0,0,0,4,0,0,12,12,8,8,1,2,1,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,4,0,2,2,2,0,2,0,0,0,2,4,4,12,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,6,0,2,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,12,0,0,0,1,2,0,7,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12,0,0,0,2,1,0,0,0,1,0,0,0,4,26.71,0,0,1,0,12,0,0,0,0,4.24,0,13,0,0,0,0,0,3,0,6,0,26.71,1,0,261.7,2,2,0,0,0,0,395.7,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.404,1.828,4.24,3.097,4.945,6.633,0.4703,+,+,yes,medium,high,395.7,1,3,26.71,0.16,4
Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2,,1,,2.473,8,4,10,0,0,0,2,4,0,4,14,4,4,2,0,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,6,4,4,4,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,14,0,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,40.46,0,0,2,0,12,0,0,0,0,3.168,0,6,0,0,0,0,0,2,0,0,0,40.46,2,0,192.5,0,2,0,0,0,0,281.1,0,0.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.726,2.726,3.168,3.168,4.914,5.153,-0.6233,+,+,no,medium,high,281.1,2,2,40.46,0.1053,2
Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,,0,,0.9733,17,10,10,0,2,2,4,4,0,11,13,10,10,0,1,2,10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,1,0,0,0,0,2,1,2,0,1,1,5,0,1,0,0,0,10,10,10,10,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,12,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,49.33,0,0,2,0,12,0,0,0,0,4.304,0,9,0,0,1,0,1,3,0,0,0,49.33,2,0,195.6,0,2,0,0,1,0,315.7,0,0.1818,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,0,0,0,12,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.856,1.856,4.304,4.304,5.333,4.59,-0.02363,+,+,no,high,high,315.7,2,3,49.33,0.1818,4
Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2,,0,,0.921,15,7,12,0,3,5,3,0,0,12,13,4,10,0,2,1,6,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,1,1,1,0,1,0,0,0,2,4,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,2,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,13,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,2,0,0,1,3,0,0,0,0,60.94,0,0,2,0,15,0,0,0,0,3.287,0,5,0,0,0,0,0,4,0,1,0,60.94,2,0,193.5,2,3,0,0,0,0,273.7,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,1,0,0,0,1,0,15,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.542,1.522,3.287,1.719,5.216,5.117,-1.314,+,+,no,medium,high,273.7,3,4,60.94,0.1429,3
